QualifyingAreaName,TotalPopulation,Male,Female,WhitePopulation,White_Male,White_Female,FreeColoredPopulation,FreeColored_Male,FreeColored_Female,SlavePopulation,Slave_Male,Slave_Female,FreePersons,FreePersons_White,FreePersons_White_Male,FreePersons_White_Female,FreePersons_ColoredPersons,FreePersons_ColoredPersons_Male,FreePersons_ColoredPersons_Female,SlavePopulation_Male,SlavePopulation_Female,DisabledWhite,DisabledWhite_DeafandDumb,InsaneandIdioticPersons,InsaneandIdioticPersons_AtPublicCharge,InsaneandIdioticPersons_AtPrivateCharge,PersonsEmployedinMining,PersonsEmployedinAgriculture,PersonsEmployedinCommerce,PersonsEmployedinManufacturingTrade,PersonsEmployedinOceanNavigation,PersonsEmployedinLandNavigation,PersonsEmployedEngineersProfessional,PensionersofRevolutionaryWarorMilitaryService,CollegeUniversityStudents,AcademyGrammarSchoolStudents,PrimaryCommonSchoolStudents,StudentsatPublicCharge,IlliterateWhiteAge20andOver,LiterateWhiteAge20andOver,NumberofPersonsEmployedinPrintingBinding
"Cumberland County, Kentucky",6090,3031,3059,4571,2261,2310,34,16,18,1485,754,731,4605,4571,2261,2310,34,16,18,754,731,9,0,10,3,7,0,1673,0,20,0,0,1,14,0,0,193,0,147,1626,0
"Daviess County, Kentucky",8331,4300,4031,6327,3303,3024,44,21,23,1960,976,984,6371,6327,3303,3024,44,21,23,976,984,8,5,2,2,0,7,2641,46,242,2,3,21,4,0,0,166,0,466,2126,0
"Edmonson County, Kentucky",2914,1514,1400,2579,1334,1245,1,1,0,334,179,155,2580,2579,1334,1245,1,1,0,179,155,5,0,2,1,1,0,637,0,33,0,0,6,0,0,0,0,0,218,737,0
"Estill County, Kentucky",5535,2889,2646,4960,2582,2378,17,5,12,558,302,256,4977,4960,2582,2378,17,5,12,302,256,12,4,8,1,7,40,798,13,120,0,0,5,15,0,0,0,0,912,915,0
"Fayette County, Kentucky",22194,11524,10670,10885,5533,5352,599,298,301,10710,5693,5017,11484,10885,5533,5352,599,298,301,5693,5017,163,3,169,112,57,0,4148,166,2072,21,0,119,21,1,253,1325,94,409,4751,15
"Fleming County, Kentucky",13268,6682,6586,11158,5663,5495,118,58,60,1992,961,1031,11276,11158,5663,5495,118,58,60,961,1031,23,7,18,9,9,0,2752,65,313,1,2,46,14,0,169,469,0,176,4367,3
"Floyd County, Kentucky",6302,3251,3051,6103,3154,2949,15,11,4,184,86,98,6118,6103,3154,2949,15,11,4,86,98,13,5,4,2,2,0,1664,8,14,0,0,11,13,0,0,0,0,673,1408,0
"Franklin County, Kentucky",9420,4922,4498,6337,3430,2907,234,113,121,2849,1379,1470,6571,6337,3430,2907,234,113,121,1379,1470,4,0,4,0,4,0,1700,46,660,1,8,89,8,0,83,175,0,193,2684,17
"Gallatin County, Kentucky",4003,2114,1889,3361,1794,1567,38,23,15,604,297,307,3399,3361,1794,1567,38,23,15,297,307,18,9,9,0,9,0,920,19,135,0,9,39,8,0,0,176,0,271,1129,3
"Garrard County, Kentucky",10480,5332,5148,7110,3631,3479,87,41,46,3283,1660,1623,7197,7110,3631,3479,87,41,46,1660,1623,25,6,22,0,22,0,7217,56,404,0,3,53,22,0,150,390,0,777,2228,0
"Grant County, Kentucky",4192,2182,2010,3838,2003,1835,6,3,3,348,176,172,3844,3838,2003,1835,6,3,3,176,172,17,6,9,0,9,0,1167,14,121,0,1,9,9,0,0,97,0,241,1327,0
"Graves County, Kentucky",7465,3741,3724,6644,3376,3268,4,1,3,817,364,453,6648,6644,3376,3268,4,1,3,364,453,18,3,13,4,9,0,4514,14,84,0,0,16,8,0,0,401,0,1088,1399,0
"Grayson County, Kentucky",4461,2238,2223,4262,2136,2126,0,0,0,199,102,97,4262,4262,2136,2126,0,0,0,102,97,7,3,4,3,1,0,1154,14,10,0,0,2,7,0,0,209,0,328,1259,0
"Green County, Kentucky",14212,7174,7038,10263,5241,5022,119,71,48,3830,1862,1968,10382,10263,5241,5022,119,71,48,1862,1968,20,4,15,1,14,0,4434,3,219,0,0,33,22,0,100,309,0,614,3534,0
"Greenup County, Kentucky",6297,3254,3043,5479,2850,2629,64,38,26,754,366,388,5543,5479,2850,2629,64,38,26,366,388,12,1,9,0,9,56,1108,15,153,0,0,9,7,0,0,225,0,405,1802,0
"Hancock County, Kentucky",2581,1345,1236,2039,1074,965,3,3,0,539,268,271,2042,2039,1074,965,3,3,0,268,271,1,0,1,0,1,43,726,19,77,0,11,14,1,0,0,0,0,170,707,0
"Hardin County, Kentucky",16357,8315,8042,13829,7049,6780,46,22,24,2482,1244,1238,13875,13829,7049,6780,46,22,24,1244,1238,7,0,4,2,2,0,2807,61,227,0,10,42,14,0,0,185,0,818,4739,1
"Harlan County, Kentucky",3015,1501,1514,2928,1467,1461,8,5,3,79,29,50,2936,2928,1467,1461,8,5,3,29,50,4,1,4,2,2,0,997,7,20,0,0,7,3,0,0,0,0,697,343,0
"Harrison County, Kentucky",12472,6432,6040,8995,4605,4390,93,54,39,3384,1773,1611,9088,8995,4605,4390,93,54,39,1773,1611,22,11,6,0,6,0,2816,0,324,0,0,23,15,0,0,617,0,53,3676,4
"Hart County, Kentucky",7031,3611,3420,5978,3083,2895,44,23,21,1009,505,504,6022,5978,3083,2895,44,23,21,505,504,24,10,13,0,13,0,1970,19,225,0,3,15,8,0,0,241,0,865,1425,0
"Henderson County, Kentucky",9548,5002,4546,6181,3279,2902,48,32,16,3319,1691,1628,6229,6181,3279,2902,48,32,16,1691,1628,6,1,6,6,0,0,2691,143,223,0,5,37,0,0,106,401,0,384,2226,0
"Henry County, Kentucky",10015,5172,4843,7637,3980,3657,29,13,16,2349,1179,1170,7666,7637,3980,3657,29,13,16,1179,1170,7,2,5,2,3,0,1162,19,122,0,0,0,32,0,0,725,0,228,2906,0
"Hickman County, Kentucky",8968,4646,4322,7345,3854,3491,8,5,3,1615,787,828,7353,7345,3854,3491,8,5,3,787,828,3,1,2,0,2,0,2453,2,104,0,0,2,9,0,0,248,0,891,1992,3
"Hopkins County, Kentucky",9171,4657,4514,7417,3817,3600,31,15,16,1723,825,898,7448,7417,3817,3600,31,15,16,825,898,2,2,0,0,0,0,1404,23,74,0,3,20,7,0,0,89,0,24,2802,0
"Jefferson County, Kentucky",36346,19150,17196,26987,14604,12383,763,382,381,8596,4164,4432,27750,26987,14604,12383,763,382,381,4164,4432,19,9,9,1,8,0,3987,688,2208,2,503,193,4,1,452,814,72,334,13419,126
"Jessamine County, Kentucky",9396,4854,4542,5780,2964,2816,144,74,70,3472,1816,1656,5924,5780,2964,2816,144,74,70,1816,1656,27,4,25,1,24,0,2330,29,641,0,0,43,21,0,66,534,6,348,2180,0
"Kenton County, Kentucky",7816,4107,3709,7031,3736,3295,34,17,17,751,354,397,7065,7031,3736,3295,34,17,17,354,397,50,24,19,3,16,0,882,71,597,1,62,69,6,0,0,354,0,645,2423,4
"Knox County, Kentucky",5722,2896,2826,5022,2562,2460,164,83,81,536,251,285,5186,5022,2562,2460,164,83,81,251,285,10,3,8,4,4,0,1584,1,18,0,0,6,7,0,0,76,0,507,1397,0
"Laurel County, Kentucky",3079,1588,1491,2964,1538,1426,6,4,2,109,46,63,2970,2964,1538,1426,6,4,2,46,63,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,0,0,188,0,0,1182,0
"Lawrence County, Kentucky",4730,2460,2270,4652,2422,2230,1,1,0,77,37,40,4653,4652,2422,2230,1,1,0,37,40,0,0,0,0,0,0,1259,0,0,0,0,0,7,0,0,176,0,558,1131,0
"Lewis County, Kentucky",6306,3146,3160,5873,2942,2931,27,14,13,406,190,216,5900,5873,2942,2931,27,14,13,190,216,2,1,1,1,0,0,1331,14,76,0,8,0,2,0,0,264,0,0,2160,0
"Lincoln County, Kentucky",10187,5143,5044,6582,3340,3242,155,78,77,3450,1725,1725,6737,6582,3340,3242,155,78,77,1725,1725,11,3,8,5,3,0,724,10,96,0,0,17,11,0,150,153,0,83,2742,0
"Livingston County, Kentucky",9025,4753,4272,7338,3879,3459,99,53,46,1588,821,767,7437,7338,3879,3459,99,53,46,821,767,2,0,7,4,3,22,2072,82,327,0,66,31,4,0,63,261,0,286,2787,0
"Logan County, Kentucky",13615,6806,6809,8479,4312,4167,310,152,158,4826,2342,2484,8789,8479,4312,4167,310,152,158,2342,2484,30,6,31,8,23,0,3416,0,410,0,1,35,13,0,146,389,0,190,3487,0
"Mccracken County, Kentucky",4745,2463,2282,4064,2143,1921,27,16,11,654,304,350,4091,4064,2143,1921,27,16,11,304,350,27,4,15,4,11,0,1187,65,130,0,36,25,0,0,115,112,0,514,1123,5
"Madison County, Kentucky",16355,8311,8044,10860,5568,5292,82,48,34,5413,2695,2718,10942,10860,5568,5292,82,48,34,2695,2718,36,15,24,11,13,0,4293,34,308,6,0,32,32,0,0,234,232,754,3764,0
"Marion County, Kentucky",11032,5569,5463,8340,4244,4096,80,33,47,2612,1292,1320,8420,8340,4244,4096,80,33,47,1292,1320,15,1,15,6,9,0,2790,34,223,0,0,80,0,1,282,359,0,788,2521,0
"Mason County, Kentucky",15719,8062,7657,11138,5810,5328,272,133,139,4309,2119,2190,11410,11138,5810,5328,272,133,139,2119,2190,16,5,10,1,9,0,3172,163,725,0,43,99,15,0,70,1006,125,116,5070,12
"Meade County, Kentucky",5780,3042,2738,4366,2353,2013,5,5,0,1409,684,725,4371,4366,2353,2013,5,5,0,684,725,3,3,0,0,0,0,1270,29,137,0,1,12,0,0,0,257,0,187,1463,0
"Mercer County, Kentucky",18720,9598,9122,13061,6660,6401,373,185,188,5286,2753,2533,13434,13061,6660,6401,373,185,188,2753,2533,72,44,31,8,23,0,3042,47,529,0,0,53,41,2,140,726,0,863,4719,3
"Monroe County, Kentucky",6526,3270,3256,5811,2918,2893,12,6,6,703,346,357,5823,5811,2918,2893,12,6,6,346,357,11,0,7,0,7,0,2248,15,96,0,3,19,13,0,25,156,0,684,1567,0
"Montgomery County, Kentucky",9332,4706,4626,6409,3282,3127,188,102,86,2735,1322,1413,6597,6409,3282,3127,188,102,86,1322,1413,17,5,14,4,10,1,3152,31,191,0,0,35,15,0,0,568,0,317,2359,0
"Morgan County, Kentucky",4603,2389,2214,4539,2361,2178,3,2,1,61,26,35,4542,4539,2361,2178,3,2,1,26,35,5,0,7,6,1,0,1332,4,10,1,0,2,13,0,0,0,0,837,730,0
"Muhlenberg County, Kentucky",6964,3615,3349,5755,3030,2725,13,6,7,1196,579,617,5768,5755,3030,2725,13,6,7,579,617,4,2,1,0,1,4,1787,0,0,0,0,11,6,0,0,98,0,0,2324,0
"Nelson County, Kentucky",13637,6862,6775,8878,4499,4379,116,53,63,4643,2310,2333,8994,8878,4499,4379,116,53,63,2310,2333,35,13,18,5,13,0,3254,93,452,0,0,78,6,1,341,35,0,294,3554,11
"Nicholas County, Kentucky",8745,4363,4382,7310,3671,3639,182,85,97,1253,607,646,7492,7310,3671,3639,182,85,97,607,646,30,9,14,6,8,0,2602,127,51,0,0,7,9,0,0,501,0,489,2565,0
"Ohio County, Kentucky",6592,3349,3243,5747,2954,2793,22,14,8,823,381,442,5769,5747,2954,2793,22,14,8,381,442,21,5,16,6,10,1,1905,19,84,2,25,24,9,0,1,25,0,554,1664,0
"Oldham County, Kentucky",7380,3823,3557,4858,2571,2287,145,85,60,2377,1167,1210,5003,4858,2571,2287,145,85,60,1167,1210,9,4,5,1,4,0,1895,27,244,0,8,29,0,0,20,320,0,90,2117,0
"Owen County, Kentucky",8232,4301,3931,6915,3679,3236,36,23,13,1281,599,682,6951,6915,3679,3236,36,23,13,599,682,12,3,9,5,4,0,3052,52,286,0,0,35,16,0,0,511,0,417,2423,0
"Pendleton County, Kentucky",4455,2372,2083,4013,2177,1836,5,4,1,437,191,246,4018,4013,2177,1836,5,4,1,191,246,8,4,5,2,3,0,900,0,0,0,0,0,17,0,0,265,0,119,1561,0
"Perry County, Kentucky",3089,1623,1466,2923,1548,1375,23,15,8,143,60,83,2946,2923,1548,1375,23,15,8,60,83,18,8,9,7,2,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0,966,0
"Pike County, Kentucky",3567,1810,1757,3469,1756,1713,13,6,7,85,48,37,3482,3469,1756,1713,13,6,7,48,37,7,1,5,4,1,0,1260,0,0,0,0,0,3,0,0,25,0,852,379,0
"Pulaski County, Kentucky",9620,4920,4700,8583,4438,4145,18,8,10,1019,474,545,8601,8583,4438,4145,18,8,10,474,545,1,1,0,0,0,2,2528,7,0,0,20,1,5,0,0,754,0,154,3138,0
"Rockcastle County, Kentucky",3409,1762,1647,3023,1584,1439,9,3,6,377,175,202,3032,3023,1584,1439,9,3,6,175,202,7,3,5,3,2,0,707,0,47,0,0,9,12,0,0,0,0,0,1201,0
"Russell County, Kentucky",4238,2151,2087,3828,1959,1869,4,4,0,406,188,218,3832,3828,1959,1869,4,4,0,188,218,1,0,2,0,2,0,2475,2,42,1,0,18,0,0,0,50,0,298,1179,0
"Scott County, Kentucky",13668,7131,6537,8220,4340,3880,109,54,55,5339,2737,2602,8329,8220,4340,3880,109,54,55,2737,2602,13,2,15,9,6,0,3004,60,618,0,0,68,0,1,160,719,0,282,3424,3
"Shelby County, Kentucky",17768,9168,8600,11256,5857,5399,157,86,71,6355,3225,3130,11413,11256,5857,5399,157,86,71,3225,3130,32,15,19,7,12,0,4110,0,19,0,0,0,29,0,387,301,0,367,4615,0
"Simpson County, Kentucky",6537,3340,3197,5004,2580,2424,40,21,19,1493,739,754,5044,5004,2580,2424,40,21,19,739,754,1,0,0,0,0,0,1843,0,53,0,0,0,6,0,0,0,0,74,1867,0
"Spencer County, Kentucky",6581,3415,3166,4650,2429,2221,20,11,9,1911,975,936,4670,4650,2429,2221,20,11,9,975,936,9,4,7,1,6,0,1762,25,109,0,0,36,7,0,118,275,0,276,1731,0
"Todd County, Kentucky",9991,5060,4931,6070,3107,2963,42,26,16,3879,1927,1952,6112,6070,3107,2963,42,26,16,1927,1952,21,5,8,0,8,0,2927,24,215,0,0,39,12,0,245,340,0,356,2205,1
"Trigg County, Kentucky",7716,3939,3777,5614,2899,2715,50,29,21,2052,1011,1041,5664,5614,2899,2715,50,29,21,1011,1041,7,4,2,0,2,0,2379,24,210,0,12,22,4,0,0,265,0,641,1635,0
"Trimble County, Kentucky",4480,2269,2211,3787,1944,1843,20,9,11,673,316,357,3807,3787,1944,1843,20,9,11,316,357,3,2,1,0,1,2,2853,22,211,0,0,27,10,0,0,205,0,218,1361,0
"Union County, Kentucky",6673,3463,3210,4909,2573,2336,36,24,12,1728,866,862,4945,4909,2573,2336,36,24,12,866,862,2,0,2,1,1,0,1950,20,95,1,0,4,3,0,60,117,0,442,1511,0
"Warren County, Kentucky",15446,7911,7535,11078,5700,5378,161,85,76,4207,2126,2081,11239,11078,5700,5378,161,85,76,2126,2081,2,0,2,0,2,5,3059,93,324,0,0,0,7,0,130,125,0,36,3795,2
"Washington County, Kentucky",10596,5302,5294,7900,4006,3894,38,19,19,2658,1277,1381,7938,7900,4006,3894,38,19,19,1277,1381,25,3,22,9,13,0,1839,24,189,0,0,53,13,0,80,636,0,157,2987,0
"Wayne County, Kentucky",7399,3794,3605,6754,3481,3273,15,10,5,630,303,327,6769,6754,3481,3273,15,10,5,303,327,19,5,9,3,6,10,2181,19,50,0,0,24,20,0,0,172,0,811,1674,0
"Whitley County, Kentucky",4673,2355,2318,4508,2284,2224,19,12,7,146,59,87,4527,4508,2284,2224,19,12,7,59,87,27,5,20,10,10,30,1249,3,14,0,43,5,10,0,0,44,0,924,753,0
"Woodford County, Kentucky",11740,6130,5610,5816,2981,2835,172,93,79,5752,3056,2696,5988,5816,2981,2835,172,93,79,3056,2696,25,4,23,8,15,9,2315,44,641,5,5,53,5,0,104,94,0,156,2462,0
"Ascension County, Louisiana",6951,3791,3160,2255,1209,1046,143,63,80,4553,2519,2034,2398,2255,1209,1046,143,63,80,2519,2034,2,0,3,0,3,0,3458,75,98,0,2,21,0,0,56,62,7,153,882,0
"Assumption County, Louisiana",7141,3774,3367,4103,2149,1954,50,26,24,2988,1599,1389,4153,4103,2149,1954,50,26,24,1599,1389,0,0,2,0,2,0,3207,28,38,1,2,19,0,1,0,0,0,0,1613,0
"Avoyelles County, Louisiana",6616,3522,3094,3066,1680,1386,78,48,30,3472,1794,1678,3144,3066,1680,1386,78,48,30,1794,1678,0,0,0,0,0,0,2,19,11,0,0,10,0,0,45,42,5,292,902,0
"Caddo County, Louisiana",5282,2909,2373,2416,1418,998,29,12,17,2837,1479,1358,2445,2416,1418,998,29,12,17,1479,1358,4,0,3,1,2,1,44,7,2,0,0,22,1,0,35,3,0,8,1097,0
"Calcasieu County, Louisiana",2057,1047,1010,1349,711,638,226,114,112,482,222,260,1575,1349,711,638,226,114,112,222,260,0,0,1,1,0,0,534,5,18,0,3,0,0,0,0,28,0,151,376,0
"Caldwell County, Louisiana",2017,1060,957,1354,733,621,14,9,5,649,318,331,1368,1354,733,621,14,9,5,318,331,0,0,0,0,0,0,258,12,21,0,0,3,1,0,0,0,0,0,550,NA
"Carroll County, Louisiana",4237,2213,2024,1146,664,482,9,5,4,3082,1544,1538,1155,1146,664,482,9,5,4,1544,1538,1,1,0,0,0,0,1953,0,0,0,0,0,0,0,0,18,15,45,500,0
"Catahoula County, Louisiana",4955,2624,2331,2935,1608,1327,22,12,10,1998,1004,994,2957,2935,1608,1327,22,12,10,1004,994,3,0,3,0,3,0,1698,11,51,0,3,26,0,0,50,77,26,360,896,0
"Claiborne County, Louisiana",6185,3332,2853,3846,2119,1727,44,25,19,2295,1188,1107,3890,3846,2119,1727,44,25,19,1188,1107,1,1,3,0,3,0,2322,26,66,0,1,19,2,0,112,217,84,377,1226,NA
"Concordia County, Louisiana",9414,5051,4363,1380,879,501,31,17,14,8003,4155,3848,1411,1380,879,501,31,17,14,4155,3848,0,0,0,0,0,0,7538,0,0,0,5,0,0,0,0,49,17,22,805,0
"East Baton Rouge County, Louisiana",8138,4269,3869,3750,2095,1655,182,75,107,4206,2099,2107,3932,3750,2095,1655,182,75,107,2099,2107,2,1,0,0,0,0,2370,55,110,0,0,31,1,1,196,168,145,110,1717,8
"East Feliciana County, Louisiana",11893,6202,5691,3992,2234,1758,30,15,15,7871,3953,3918,4022,3992,2234,1758,30,15,15,3953,3918,4,1,9,0,9,0,4931,67,308,1,0,94,1,1,275,631,126,201,1663,6
"Iberville County, Louisiana",8495,4496,3999,2523,1353,1170,85,44,41,5887,3099,2788,2608,2523,1353,1170,85,44,41,3099,2788,0,0,0,0,0,0,4798,41,0,0,0,28,0,0,12,133,29,128,1064,0
"Jefferson County, Louisiana",10470,6321,4149,4866,3123,1743,618,317,301,4986,2881,2105,5484,4866,3123,1743,618,317,301,2881,2105,1,0,2,0,2,0,1982,381,604,2,32,21,1,0,55,29,124,46,2583,6
"Lafayette County, Louisiana",7841,4078,3763,4474,2370,2104,134,55,79,3233,1653,1580,4608,4474,2370,2104,134,55,79,1653,1580,8,6,2,1,1,0,1984,17,0,0,0,0,2,0,5,97,25,945,771,0
"Lafourche County, Louisiana",7303,3838,3465,3986,2072,1914,71,30,41,3246,1736,1510,4057,3986,2072,1914,71,30,41,1736,1510,14,6,4,0,4,0,2643,0,0,0,0,0,0,0,0,66,16,0,1572,0
"Livingston County, Louisiana",2315,1237,1078,1533,849,684,43,24,19,739,364,375,1576,1533,849,684,43,24,19,364,375,3,0,3,1,2,0,854,5,33,0,21,11,0,0,60,17,54,131,510,0
"Madison County, Louisiana",5142,2760,2382,1210,755,455,9,3,6,3923,2002,1921,1219,1210,755,455,9,3,6,2002,1921,0,0,0,0,0,0,2920,0,0,0,0,0,0,0,0,0,0,19,664,0
"Natchitoches County, Louisiana",14350,7683,6667,7042,3963,3079,657,302,355,6651,3418,3233,7699,7042,3963,3079,657,302,355,3418,3233,7,3,6,1,5,0,994,60,181,2,4,34,0,0,128,58,0,321,2829,6
"Orleans County, Louisiana",102193,53136,49057,59519,34903,24616,19226,8438,10788,23448,9795,13653,78745,59519,34903,24616,19226,8438,10788,9795,13653,41,10,16,5,11,0,1430,7392,4593,1315,285,438,2,2,440,845,130,171,34961,348
"Ouachita County, Louisiana",4640,2501,2139,2188,1240,948,14,7,7,2438,1254,1184,2202,2188,1240,948,14,7,7,1254,1184,5,2,3,0,3,0,1895,31,125,0,0,15,0,0,30,115,33,131,869,0
"Plaquemines County, Louisiana",5060,2977,2083,1351,833,518,324,179,145,3385,1965,1420,1675,1351,833,518,324,179,145,1965,1420,3,1,3,0,3,0,3040,16,2,0,111,4,0,1,0,0,20,0,773,0
"Pointe Coupee County, Louisiana",7898,4214,3684,2087,1171,916,381,174,207,5430,2869,2561,2468,2087,1171,916,381,174,207,2869,2561,3,0,2,0,2,0,3302,31,18,0,3,13,0,1,0,83,18,54,942,0
"Rapides County, Louisiana",14132,7373,6759,3243,1821,1422,378,188,190,10511,5364,5147,3621,3243,1821,1422,378,188,190,5364,5147,3,0,5,3,2,0,7356,22,193,0,0,36,1,1,136,0,0,81,1512,6
"St Bernard County, Louisiana",3237,1950,1287,1035,620,415,65,33,32,2137,1297,840,1100,1035,620,415,65,33,32,1297,840,3,1,2,0,2,0,1432,21,175,0,14,5,0,1,0,0,0,0,515,0
"St Charles County, Louisiana",4700,2792,1908,874,473,401,104,55,49,3722,2264,1458,978,874,473,401,104,55,49,2264,1458,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,23,19,82,327,0
"St Helena County, Louisiana",3525,1825,1700,1945,1046,899,7,6,1,1573,773,800,1952,1945,1046,899,7,6,1,773,800,4,1,3,0,3,0,1563,4,35,0,0,7,0,0,37,86,48,84,686,0
"St James County, Louisiana",8548,4697,3851,2762,1433,1329,75,27,48,5711,3237,2474,2837,2762,1433,1329,75,27,48,3237,2474,1,0,2,0,2,0,3542,39,85,0,1,74,0,2,0,48,40,89,1145,0
"St John The Baptist County, Louisiana",5776,3208,2568,2141,1108,1033,191,98,93,3444,2002,1442,2332,2141,1108,1033,191,98,93,2002,1442,8,4,4,0,4,NA,NA,NA,NA,NA,NA,NA,0,0,0,81,19,147,741,0
"St Landry County, Louisiana",15233,8003,7230,7179,3828,3351,925,465,460,7129,3710,3419,8104,7179,3828,3351,925,465,460,3710,3419,0,0,0,0,0,0,76,0,8,0,0,0,0,1,120,85,7,127,2731,6
"St Martin County, Louisiana",8674,4725,3949,3549,1955,1594,484,241,243,4641,2529,2112,4033,3549,1955,1594,484,241,243,2529,2112,2,0,2,0,2,0,691,71,95,1,2,44,0,0,26,110,64,456,1034,3
"St Mary County, Louisiana",8950,4894,4056,2366,1268,1098,298,155,143,6286,3471,2815,2664,2366,1268,1098,298,155,143,3471,2815,2,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,0,0,0,110,40,36,1003,0
"St Tammany County, Louisiana",4598,2589,2009,2353,1315,1038,305,153,152,1940,1121,819,2658,2353,1315,1038,305,153,152,1121,819,0,0,0,0,0,0,691,68,614,0,171,15,0,0,56,15,7,0,1056,3
"Terrebonne County, Louisiana",4410,2383,2027,2075,1140,935,35,17,18,2300,1226,1074,2110,2075,1140,935,35,17,18,1226,1074,4,2,2,0,2,0,2081,0,0,0,0,0,0,0,0,40,0,0,822,0
"Union County, Louisiana",1838,943,895,1273,674,599,2,2,0,563,267,296,1275,1273,674,599,2,2,0,267,296,0,0,1,0,1,0,470,0,7,0,0,1,0,0,0,100,12,54,429,NA
"Washington County, Louisiana",2649,1385,1264,1856,992,864,2,2,0,791,391,400,1858,1856,992,864,2,2,0,391,400,2,2,1,0,1,0,740,6,6,0,0,3,0,0,70,50,27,3,717,0
"West Baton Rouge County, Louisiana",4638,2507,2131,1371,765,606,120,47,73,3147,1695,1452,1491,1371,765,606,120,47,73,1695,1452,2,0,3,0,3,0,2025,10,18,0,0,7,0,0,51,42,33,37,574,0
"West Feliciana County, Louisiana",10910,5493,5417,2064,1178,886,91,43,48,8755,4272,4483,2155,2064,1178,886,91,43,48,4272,4483,1,0,2,0,2,0,5065,29,50,0,2,17,0,0,0,45,0,0,1082,0
"Aroostook County, Maine",9413,5289,4124,9410,5288,4122,3,1,2,0,0,0,9413,9410,5288,4122,3,1,2,0,0,0,0,1,1,0,0,2273,0,27,0,0,9,1,0,0,1150,0,971,3197,0
"Cumberland County, Maine",68658,33410,35248,68117,33144,34973,541,266,275,0,0,0,68658,68117,33144,34973,541,266,275,0,0,163,51,84,39,45,5,11060,547,3248,1561,71,324,228,1,2415,18660,8172,121,34359,97
"Franklin County, Maine",20801,10577,10224,20783,10568,10215,18,9,9,0,0,0,20801,20783,10568,10215,18,9,9,0,0,51,9,37,12,25,0,4889,43,501,7,0,88,55,0,0,7185,296,60,9480,4
"Hancock County, Maine",28605,14640,13965,28581,14628,13953,24,12,12,0,0,0,28605,28581,14628,13953,24,12,12,0,0,45,8,37,12,25,0,5512,170,1021,1501,23,89,29,0,179,10946,8375,68,12459,0
"Kennebec County, Maine",55823,28035,27788,55624,27924,27700,199,111,88,0,0,0,55823,55624,27924,27700,199,111,88,0,0,114,22,79,38,41,7,13882,334,2911,356,93,249,207,2,1311,17163,5549,499,26117,40
"Lincoln County, Maine",63517,32149,31368,63282,32019,31263,235,130,105,0,0,0,63517,63282,32019,31263,235,130,105,0,0,153,31,101,34,67,0,11348,532,3332,3141,124,215,178,1,586,18986,7535,229,29940,14
"Oxford County, Maine",38351,19405,18946,38344,19400,18944,7,5,2,0,0,0,38351,38344,19400,18944,7,5,2,0,0,47,15,47,23,24,0,11371,51,1311,10,4,123,180,0,359,14330,2252,151,17656,3
"Penobscot County, Maine",45705,23825,21880,45575,23749,21826,130,76,54,0,0,0,45705,45575,23749,21826,130,76,54,0,0,34,10,24,6,18,22,7485,477,2549,422,181,222,71,0,275,14797,3872,225,20824,13
"Piscataquis County, Maine",13138,6851,6287,13137,6850,6287,1,1,0,0,0,0,13138,13137,6850,6287,1,1,0,0,0,7,4,1,1,0,2,3104,20,227,2,0,40,14,0,100,5578,504,9,5458,5
"Somerset County, Maine",33912,17404,16508,33889,17388,16501,23,16,7,0,0,0,33912,33889,17388,16501,23,16,7,0,0,46,15,35,16,19,0,7102,34,834,24,28,94,84,0,155,13179,3452,59,14974,2
"Waldo County, Maine",41509,21364,20145,41457,21335,20122,52,29,23,0,0,0,41509,41457,21335,20122,52,29,23,0,0,60,13,34,14,20,0,8458,221,1471,1402,9,136,112,0,1946,14740,5030,192,18260,7
"Washington County, Maine",28327,14590,13737,28267,14559,13708,60,31,29,0,0,0,28327,28267,14559,13708,60,31,29,0,0,30,6,23,7,16,0,3732,222,1288,778,3,89,29,0,191,9273,7434,272,11667,0
"York County, Maine",54034,26170,27864,53972,26137,27835,62,33,29,0,0,0,54034,53972,26137,27835,62,33,29,0,0,189,38,128,42,86,0,11414,270,3159,887,3,211,221,0,960,18490,7741,385,26545,11
"Allegany County, Maryland",15690,8614,7076,14663,8127,6536,215,113,102,812,374,438,14878,14663,8127,6536,215,113,102,374,438,15,5,11,1,10,140,2192,79,648,0,0,66,6,0,65,802,227,589,6664,8
"Anne Arundel County, Maryland",29532,14989,14543,14630,7297,7333,5083,2513,2570,9819,5179,4640,19713,14630,7297,7333,5083,2513,2570,5179,4640,26,5,25,6,19,32,12560,219,1287,6,112,140,12,1,242,1018,1180,949,6037,13
"Baltimore County, Maryland",134379,63344,71035,105331,50908,54423,21453,8963,12490,7595,3473,4122,126784,105331,50908,54423,21453,8963,12490,3473,4122,261,41,207,86,121,29,5573,2065,11229,602,292,633,17,4,2372,3043,1082,2405,51317,279
"Calvert County, Maryland",9229,4692,4537,3585,1866,1719,1474,722,752,4170,2104,2066,5059,3585,1866,1719,1474,722,752,2104,2066,10,6,6,0,6,0,3012,36,132,0,41,33,0,0,58,175,105,487,1194,0
